540000,6995200,-8369.955078125
540000,6995600,-8347.9716796875
540000,6996000,-8322.74609375
540000,6996400,-8295.1689453125
540000,6996800,-8259.009765625
540000,6997200,-8205.12109375
540000,6997600,-8119.8095703125
540000,6998000,-7992.986328125
540000,6998400,-7833.5234375
540000,6998800,-7656.935546875
540000,6999200,-7486.33935546875
540000,6999600,-7340.6982421875
540000,7000000,-7214.76171875
540000,7000400,-7095.36572265625
540000,7000800,-6961.90966796875
540000,7001200,-6798.0654296875
540000,7001600,-6612.03662109375
540000,7002000,-6417.39208984375
540000,7002400,-6224.634765625
540000,7002800,-6036.13671875
540000,7003200,-5824.82080078125
540000,7003600,-5559.68212890625
540000,7004000,-5223.46142578125
540000,7004400,-4813.521484375
540000,7004800,-4371.97119140625
540000,7005200,-3952.7900390625
540000,7005600,-3612.696533203125
540000,7006000,-3398.74169921875
540000,7006400,-3316.56640625
540000,7006800,-3352.927490234375
540000,7007200,-3460.45751953125
540000,7007600,-3584.43505859375
540000,7008000,-3674.851318359375
540000,7008400,-3692.53369140625
540000,7008800,-3636.9462890625
540000,7009200,-3524.21435546875
540000,7009600,-3398.474853515625
540000,7010000,-3306.66650390625
540000,7010400,-3278.924072265625
540000,7010800,-3332.764892578125
540000,7011200,-3452.0390625
540000,7011600,-3609.103271484375
540000,7012000,-3764.004638671875
540000,7012400,-3877.498291015625
540000,7012800,-3925.477783203125
540000,7013200,-3895.375732421875
540000,7013600,-3805.63818359375
540000,7014000,-3684.4140625
540000,7014400,-3567.646484375
540000,7014800,-3485.6943359375
540000,7015200,-3438.782470703125
540000,7015600,-3418.375
540000,7016000,-3411.029052734375
540000,7016400,-3410.243896484375
540000,7016800,-3442.194091796875
540000,7017200,-3537.716552734375
540000,7017600,-3713.618896484375
540000,7018000,-3972.04541015625
540000,7018400,-4270.515625
540000,7018800,-4561.15869140625
540000,7019200,-4819.1650390625
540000,7019600,-5034.59228515625
540000,7020000,-5233.90771484375
540000,7020400,-5441.55419921875
540000,7020800,-5637.474609375
540000,7021200,-5783.25732421875
540000,7021600,-5811.58203125
540000,7022000,-5665.64013671875
540000,7022400,-5359.5869140625
540000,7022800,-4937.4873046875
540000,7023200,-4492.08251953125
540000,7023600,-4115.7685546875
540000,7024000,-3850.885009765625
540000,7024400,-3712.684326171875
540000,7024800,-3658.129150390625
540000,7025200,-3627.143310546875
540000,7025600,-3549.787109375
540000,7026000,-3347.81591796875
540000,7026400,-2919.630859375
540000,7026800,-2206.56689453125
540000,7027200,-1345.0517578125
540000,7027600,-530.6025390625
540000,7028000,0
540000,7028400,96.999298095703125
540000,7028800,-8.8817841970012523e-014
540000,7029200,-25.526130676269531
540000,7029600,0
540000,7030000,5.1052260398864746
540000,7030400,0
540400,6995200,-8441.6591796875
540400,6995600,-8416.623046875
540400,6996000,-8388.68359375
540400,6996400,-8358.6015625
540400,6996800,-8321.0537109375
540400,6997200,-8267.2587890625
540400,6997600,-8180.67626953125
540400,6998000,-8048.10888671875
540400,6998400,-7877.48291015625
540400,6998800,-7684.93896484375
540400,6999200,-7498.357421875
540400,6999600,-7341.97216796875
540400,7000000,-7213.7001953125
540400,7000400,-7101.51611328125
540400,7000800,-6979.947265625
540400,7001200,-6826.244140625
540400,7001600,-6641.99462890625
540400,7002000,-6435.693359375
540400,7002400,-6219.126953125
540400,7002800,-5998.57861328125
540400,7003200,-5755.03369140625
540400,7003600,-5465.67626953125
540400,7004000,-5117.7880859375
540400,7004400,-4710.8271484375
540400,7004800,-4282.86328125
540400,7005200,-3882.30224609375
540400,7005600,-3560.28662109375
540400,7006000,-3359.3916015625
540400,7006400,-3285.187744140625
540400,7006800,-3325.799072265625
540400,7007200,-3436.56640625
540400,7007600,-3565.515380859375
540400,7008000,-3664.1923828125
540400,7008400,-3694.43994140625
540400,7008800,-3655.76171875
540400,7009200,-3563.350341796875
540400,7009600,-3457.492919921875
540400,7010000,-3380.16796875
540400,7010400,-3355.023193359375
540400,7010800,-3394.467529296875
540400,7011200,-3484.287353515625
540400,7011600,-3602.648681640625
540400,7012000,-3723.85791015625
540400,7012400,-3823.788818359375
540400,7012800,-3888.442626953125
540400,7013200,-3910.107666015625
540400,7013600,-3896.091552734375
540400,7014000,-3857.97119140625
540400,7014400,-3809.384765625
540400,7014800,-3760.883544921875
540400,7015200,-3708.612060546875
540400,7015600,-3647.84228515625
540400,7016000,-3584.766357421875
540400,7016400,-3533.91552734375
540400,7016800,-3532.26123046875
540400,7017200,-3614.38330078125
540400,7017600,-3782.8544921875
540400,7018000,-4023.458984375
540400,7018400,-4286.83349609375
540400,7018800,-4525.32568359375
540400,7019200,-4733.2734375
540400,7019600,-4922.09814453125
540400,7020000,-5129.56005859375
540400,7020400,-5383.76025390625
540400,7020800,-5647.81982421875
540400,7021200,-5862.63330078125
540400,7021600,-5945.16845703125
540400,7022000,-5827.6640625
540400,7022400,-5527.37646484375
540400,7022800,-5094.57666015625
540400,7023200,-4626.58642578125
540400,7023600,-4218.81103515625
540400,7024000,-3911.946044921875
540400,7024400,-3720.927001953125
540400,7024800,-3612.36083984375
540400,7025200,-3537.534912109375
540400,7025600,-3434.7890625
540400,7026000,-3239.2919921875
540400,7026400,-2886.476318359375
540400,7026800,-2323.695556640625
540400,7027200,-1545.7232666015625
540400,7027600,-631.88470458984375
540400,7028000,47.704719543457031
540400,7028400,192.22494506835937
540400,7028800,68.826759338378906
540400,7029200,5.0628323554992676
540400,7029600,2.1223623752593994
540400,7030000,-2.5292727947235107
540400,7030400,0.041444551199674606
540800,6995200,-8488.96484375
540800,6995600,-8456.525390625
540800,6996000,-8420.294921875
540800,6996400,-8380.6259765625
540800,6996800,-8335.041015625
540800,6997200,-8277.3486328125
540800,6997600,-8189.3525390625
540800,6998000,-8055.12939453125
540800,6998400,-7879.86865234375
540800,6998800,-7677.9130859375
540800,6999200,-7479.109375
540800,6999600,-7310.5908203125
540800,7000000,-7173.13037109375
540800,7000400,-7056.46875
540800,7000800,-6932.57421875
540800,7001200,-6774.939453125
540800,7001600,-6580.923828125
540800,7002000,-6355.92822265625
540800,7002400,-6113.64990234375
540800,7002800,-5864.283203125
540800,7003200,-5595.70556640625
540800,7003600,-5291.82470703125
540800,7004000,-4942.97802734375
540800,7004400,-4549.4951171875
540800,7004800,-4145.23974609375
540800,7005200,-3773.248779296875
540800,7005600,-3479.7138671875
540800,7006000,-3303.246337890625
540800,7006400,-3248.98388671875
540800,7006800,-3305.75146484375
540800,7007200,-3430.596435546875
540800,7007600,-3573.43115234375
540800,7008000,-3687.408447265625
540800,7008400,-3735.7451171875
540800,7008800,-3718.67822265625
540800,7009200,-3651.0107421875
540800,7009600,-3568.792724609375
540800,7010000,-3508.36181640625
540800,7010400,-3485.959228515625
540800,7010800,-3508.210693359375
540800,7011200,-3563.37451171875
540800,7011600,-3636.418212890625
540800,7012000,-3717.512939453125
540800,7012400,-3799.1083984375
540800,7012800,-3877.56494140625
540800,7013200,-3949.83203125
540800,7013600,-4011.30224609375
540800,7014000,-4056.439697265625
540800,7014400,-4077.549560546875
540800,7014800,-4066.733642578125
540800,7015200,-4017.44140625
540800,7015600,-3929.290771484375
540800,7016000,-3825.2265625
540800,7016400,-3736.82421875
540800,7016800,-3706.85205078125
540800,7017200,-3769.591552734375
540800,7017600,-3914.181640625
540800,7018000,-4112.86279296875
540800,7018400,-4315.42626953125
540800,7018800,-4480.3740234375
540800,7019200,-4623.498046875
540800,7019600,-4778.1806640625
540800,7020000,-4990.8779296875
540800,7020400,-5290.6572265625
540800,7020800,-5623.95654296875
540800,7021200,-5912.24365234375
540800,7021600,-6059.73779296875
540800,7022000,-5990.056640625
540800,7022400,-5721.66748046875
540800,7022800,-5307.45751953125
540800,7023200,-4843.14697265625
540800,7023600,-4421.4462890625
540800,7024000,-4080.19580078125
540800,7024400,-3834.55029296875
540800,7024800,-3663.793701171875
540800,7025200,-3535.40576171875
540800,7025600,-3405.52001953125
540800,7026000,-3227.884521484375
540800,7026400,-2958.051513671875
540800,7026800,-2544.263671875
540800,7027200,-1903.721923828125
540800,7027600,-1035.6112060546875
540800,7028000,-298.09219360351562
540800,7028400,-13.263440132141113
540800,7028800,-5.6843418860808015e-014
540800,7029200,-6.3152852058410645
540800,7029600,0
540800,7030000,1.2630569934844971
540800,7030400,2.1684043449710089e-015
541200,6995200,-8512.3017578125
541200,6995600,-8468.115234375
541200,6996000,-8418.1591796875
541200,6996400,-8362.1142578125
541200,6996800,-8302.2158203125
541200,6997200,-8237.0107421875
541200,6997600,-8147.728515625
541200,6998000,-8016.033203125
541200,6998400,-7842.63525390625
541200,6998800,-7637.74609375
541200,6999200,-7430.52783203125
541200,6999600,-7248.7607421875
541200,7000000,-7095.740234375
541200,7000400,-6963.51123046875
541200,7000800,-6823.59716796875
541200,7001200,-6648.19384765625
541200,7001600,-6432.70849609375
541200,7002000,-6181.37451171875
541200,7002400,-5910.517578125
541200,7002800,-5634.36376953125
541200,7003200,-5346.6484375
541200,7003600,-5036.65771484375
541200,7004000,-4696.3779296875
541200,7004400,-4325.8515625
541200,7004800,-3954.650634765625
541200,7005200,-3620.7255859375
541200,7005600,-3366.015869140625
541200,7006000,-3225.724853515625
541200,7006400,-3204.124755859375
541200,7006800,-3289.9599609375
541200,7007200,-3440.7919921875
541200,7007600,-3607.38037109375
541200,7008000,-3744.4599609375
